article_name,country,revision_id,population,article_quality_est
Wei Cong,China,717718609,1402.385,Start
Ma Biao (politician),China,717756112,1402.385,Stub
Zhu Zhengchang,China,717810079,1402.385,Stub
Linghu Tao,China,717827433,1402.385,B
Gao Enhong,China,717860582,1402.385,Stub
Yang Yanyin,China,717918231,1402.385,Start
Yuan Ang,China,718081937,1402.385,Stub
Chen Yizhong,China,718574727,1402.385,Start
Zhang Jian (Tang dynasty),China,718688286,1402.385,Stub
Wei Zhaodu,China,719096068,1402.385,B
Ji Yunshi,China,719244003,1402.385,Stub
Jakdan,China,719799633,1402.385,Start
Wang Zhao,China,719810608,1402.385,Stub
Cai Zongze,China,720680770,1402.385,Stub
Zhao Boping,China,720952458,1402.385,Stub
Song Peizhang,China,720953985,1402.385,Stub
He Yunfeng,China,720955619,1402.385,Stub
Zong Chen,China,720961194,1402.385,Stub
Zhang Shude,China,721029436,1402.385,Stub
Zhang Tixue,China,721029475,1402.385,Stub
Zhao Wenfu,China,721030305,1402.385,Stub
Han Hong (general),China,721123074,1402.385,B
Kong Xun,China,721288128,1402.385,B
Zhang Ce,China,721390249,1402.385,B
Pan En,China,721392429,1402.385,Stub
Zhao Guangfeng,China,721428294,1402.385,B
Pan Fu,China,721640180,1402.385,Stub
Sun Sheng (Jin dynasty),China,721718782,1402.385,C
Gao Yang (politician),China,722210288,1402.385,Stub
Hou Jie,China,722401069,1402.385,Stub
Hu Jizong,China,722401132,1402.385,Stub
Kang Jianmin,China,722401392,1402.385,Stub
Huang Songyou,China,722607343,1402.385,Start
Zhu Youlin,China,723118236,1402.385,Stub
Wei Shuo (Later Tang),China,723174156,1402.385,B
Cui Xie,China,723785452,1402.385,B
Song Panmin,China,724036488,1402.385,Stub
Zhan Huo,China,724055974,1402.385,Stub
Chen Baihuai,China,724120550,1402.385,Start
Tong Mingqian,China,724120856,1402.385,C
Wei Yuanzhong,China,724758025,1402.385,B
Chen Gui (politician),China,725405764,1402.385,Start
Wei Liqun,China,725716785,1402.385,Stub
Zang Tu,China,726775800,1402.385,Start
Lu Bing,China,727254663,1402.385,Start
Ma Li (politician),China,727557085,1402.385,Stub
Chi Biqing,China,727558620,1402.385,Stub
Wang Anlong,China,728792814,1402.385,Stub
Xue Yiju,China,729649089,1402.385,C
Gao E (writer),China,729948030,1402.385,Start
Song Hanliang,China,730336729,1402.385,Stub
Xu Zaisi,China,730851511,1402.385,Start
Liang Na,China,730853162,1402.385,Start
Sun Jiagan,China,731193147,1402.385,Start
Zhang Zhijun,China,731744819,1402.385,Start
Li Jingtian,China,731968478,1402.385,Start
Li Weihan,China,734756202,1402.385,Stub
Huang Xiaojing,China,734801573,1402.385,Stub
Li Yan (Wu),China,734847782,1402.385,B
Wang Kai (Former Shu),China,735296216,1402.385,B
Xu Zhixun (elder),China,735314204,1402.385,B
Sun Jiagu,China,735458574,1402.385,Stub
Zhang Xiaolan,China,735745665,1402.385,Start
Nalan Xingde,China,736545395,1402.385,Start
Wang Hebo,China,736721400,1402.385,Stub
"Yunti, Prince Xun",China,737134393,1402.385,Start
Wang Youcai,China,737301980,1402.385,Start
Li Haifeng,China,737481755,1402.385,Stub
Deng Fa,China,737520346,1402.385,Start
Liu Sai,China,737880349,1402.385,Stub
Lin Boqu,China,738211088,1402.385,Stub
Yang Baohua,China,738225526,1402.385,Start
Zhu Junyi,China,738423658,1402.385,Start
Hong Lei (diplomat),China,738817953,1402.385,Stub
Jiao Li,China,739170240,1402.385,Stub
Zhang Lichang,China,739215419,1402.385,Stub
Zhang Lebin,China,739541544,1402.385,Start
Nima-odsor,China,740484487,1402.385,Start
Qian Xinzhong,China,740501822,1402.385,Start
Suksaha,China,741221181,1402.385,Start
Yuan Hong (Jin dynasty),China,742229617,1402.385,Stub
Zhang Deguang,China,742289821,1402.385,Start
Tang Kesan,China,742864648,1402.385,Start
Lu Cheng,China,743125708,1402.385,B
"Yongqi, Prince Rong",China,743176960,1402.385,C
Sun Xiaodi,China,743855788,1402.385,Stub
Fu Yaoyu,China,744421169,1402.385,Stub
Fulata,China,744421260,1402.385,Stub
Hooge (prince),China,744439240,1402.385,Start
Id Mirab,China,744919009,1402.385,Stub
Li Zhuoran,China,744941146,1402.385,Stub
Yunreng,China,745021251,1402.385,Start
Shang Ting,China,745058260,1402.385,Start
Wang Congwu,China,745285228,1402.385,Stub
Fang Zhichun,China,745745034,1402.385,Stub
Mei Ze,China,745753564,1402.385,C
Chen Jian (politician),China,746031378,1402.385,Start
Laimbu,China,746297034,1402.385,Start
Yi Yin,China,746870303,1402.385,C
Ou Daren,China,746910534,1402.385,Stub
Yuan Jiayong,China,747192630,1402.385,Stub
Wang Tanzhi,China,747271455,1402.385,Stub
Yi Xiqun,China,748141110,1402.385,Start
Janabil,China,748245541,1402.385,Stub
Bai Jingfu,China,748798616,1402.385,Stub
Wen Qiang,China,748804233,1402.385,Stub
Chen Mingxia,China,748805262,1402.385,GA
Lu Zongyu,China,748923632,1402.385,Stub
Gu Xiulian,China,748949529,1402.385,C
Huang Huahua,China,749079792,1402.385,Stub
Xie Jieshi,China,749137623,1402.385,Start
Zhou Rongxin,China,749509850,1402.385,Stub
Ouyang Xun,China,751507914,1402.385,Start
Liu Minghui,China,751792395,1402.385,Stub
Li Jingsui,China,751867210,1402.385,B
Xu Ai,China,752230046,1402.385,Start
Gao Kelin,China,752231092,1402.385,Stub
Zeng Jinyan,China,752610157,1402.385,Start
Li Chang,China,752945883,1402.385,Stub
Song Yingchang,China,754166838,1402.385,Start
Zhu Senlin,China,755028462,1402.385,Stub
Wang Shimin,China,755441438,1402.385,Start
Li Fang (Song dynasty),China,755618322,1402.385,Stub
Gao Qiu,China,755636242,1402.385,C
Lu Lingxuan,China,755840233,1402.385,Start
Li Qi (Five Dynasties),China,756150560,1402.385,B
Zhao Guangyi (Southern Han),China,756854766,1402.385,B
Liang Ji,China,757490600,1402.385,B
Hao Jianxiu,China,757563097,1402.385,B
Yang Hao (Ming dynasty),China,759510497,1402.385,Stub
Jigme Namgyal,China,759742191,1402.385,Start
Cheng Yi (philosopher),China,759875366,1402.385,Start
Xu Enzeng,China,759973235,1402.385,Stub
Yuan Taotu,China,760069654,1402.385,Stub
Liu Hui (politician),China,760176383,1402.385,Start
Wan Shaofen,China,760182115,1402.385,C
Yin Yicui,China,760184668,1402.385,Stub
Liu Wenzhi,China,761964553,1402.385,Stub
Wei Liaoweng,China,762248402,1402.385,Start
Keying (official),China,762434752,1402.385,C
Deng Rong,China,762867258,1402.385,Start
Saertuke Changling,China,763153442,1402.385,Start
Shao Yuan-chong,China,763153584,1402.385,Stub
Xia Yuanji,China,763181478,1402.385,Stub
Cui Guoyin,China,763240026,1402.385,Stub
Fuqing (general),China,763240098,1402.385,Stub
Li Jingfang,China,763240392,1402.385,Stub
Wang Daxie,China,763240491,1402.385,Stub
Wanyan Chonghou,China,763240557,1402.385,Start
Zeng Jize,China,763240919,1402.385,Start
Zaiyi,China,763242004,1402.385,C
Zaize,China,763242051,1402.385,Start
Chen Jin (general),China,763313712,1402.385,Stub
Yinxiang (prince),China,763412752,1402.385,C
Qian Nengxun,China,763503279,1402.385,Stub
Shen Jiaben,China,763503492,1402.385,Stub
T'ang Leang-Li,China,765176624,1402.385,C
Cuyen,China,765567845,1402.385,Start
Hu Zhaoyun,China,765954947,1402.385,Stub
Jiang Yu,China,765955981,1402.385,Start
Hešeri Sonin,China,766027857,1402.385,Start
Shi Hongzhao,China,766514589,1402.385,B
Gabula (general),China,767621193,1402.385,Stub
Ye Qun,China,767733852,1402.385,Stub
Zhang Hanzhi,China,767880443,1402.385,Start
Lan Fu,China,768045721,1402.385,Start
Liu Zhihua,China,768045737,1402.385,Stub
Shi Tianze,China,768816923,1402.385,Stub
Guanwen,China,768873165,1402.385,Stub
Liu Zhijun,China,768887157,1402.385,GA
Yunsi,China,768924966,1402.385,C
Du Shanxue,China,768940322,1402.385,Start
Fang Xiping,China,768940351,1402.385,Start
Han Xiancong,China,768942077,1402.385,Start
He Jiacheng,China,768942094,1402.385,Start
Le Dake,China,768942387,1402.385,Start
Li Zhi (politician),China,768942439,1402.385,C
Liao Yongyuan,China,768942521,1402.385,Start
Si Xinliang,China,768942832,1402.385,Start
Nie Chunyu,China,768942944,1402.385,Start
Sui Fengfu,China,768943365,1402.385,Start
Wang Baosen,China,768943722,1402.385,Start
Xi Xiaoming,China,768944033,1402.385,Start
Xiao Tian,China,768944065,1402.385,Start
Kou Zhun,China,769144127,1402.385,Start
Shen Lun,China,769144303,1402.385,Start
Wang Dan (Song dynasty),China,769144324,1402.385,GA
Hua Jianmin,China,769203536,1402.385,Stub
Kang Rixin,China,769221504,1402.385,Start
Wang Junfeng,China,769896232,1402.385,Start
Zhang Jifu,China,769910636,1402.385,Stub
Wang Shouye,China,770159596,1402.385,C
Xu Shiying,China,770380228,1402.385,Start
Hu Zhengyue,China,770660278,1402.385,Stub
Wang Dongfeng,China,770797569,1402.385,Stub
Yuan Shuxun,China,770934866,1402.385,Stub
Yang Shande,China,770935646,1402.385,Stub
Meng Chang,China,770938562,1402.385,B
Wang Yanxi,China,770940087,1402.385,B
Wang Yanjun,China,770940211,1402.385,B
Zhang Desheng,China,770942576,1402.385,Stub
Zhang Zhongliang,China,770942635,1402.385,Stub
Wang Feng (politician),China,770942760,1402.385,Stub
Zhou Zijian,China,770943340,1402.385,Start
Song Renqiong,China,770943552,1402.385,Start
Cheng Zihua,China,770944253,1402.385,Stub
Li Dazhang,China,770944540,1402.385,Stub
Zhou Lin (politician),China,770944582,1402.385,Stub
Ma Jiantang,China,770944670,1402.385,Start
Liao Zhigao,China,770945244,1402.385,Stub
Li Qiyan,China,770946022,1402.385,Stub
Luo Qingquan,China,770946399,1402.385,Stub
Hu Zhaoheng,China,770948203,1402.385,Stub
Zheng Tianxiang,China,770948888,1402.385,Stub
Jiang Hua,China,770948939,1402.385,Stub
Tie Ying,China,770949547,1402.385,Stub
Zhang Boxing,China,770949805,1402.385,Stub
Li Qingwei,China,770949842,1402.385,Stub
Jin Ming,China,770951329,1402.385,Stub
Chen Mingyi,China,770952346,1402.385,Stub
Huang Zhendong,China,770952571,1402.385,Stub
Wang Enmao,China,770953317,1402.385,Stub
Wang Huaixiang,China,770953363,1402.385,Stub
Yu Ke,China,770953518,1402.385,Stub
Zhao Xiu,China,770953587,1402.385,Stub
Gao Dezhan,China,770953663,1402.385,Stub
Xing Chongzhi,China,770956746,1402.385,Stub
Li Youwen,China,770956935,1402.385,Stub
Zhao Lin (politician),China,770957015,1402.385,Stub
Long Shujin,China,770957109,1402.385,Stub
Wang Jinshan,China,770960565,1402.385,Stub
Lu Hao (born 1947),China,770960754,1402.385,Stub
Wen Zhenheng,China,770996496,1402.385,Start
Liang Baohua,China,771000002,1402.385,Stub
Hu Biao,China,771000883,1402.385,Stub
Guo Zhi,China,771001556,1402.385,Stub
Wei Liucheng,China,771002101,1402.385,Start
Nie Weiguo,China,771002817,1402.385,Stub
Yuan Chunqing,China,771003165,1402.385,Start
Jiang Jufeng,China,771004757,1402.385,Stub
Lu Wucheng,China,771006334,1402.385,Start
Lü Xiwen,China,771006890,1402.385,Start
Ismail Tiliwaldi,China,771008034,1402.385,Start
Abdul'ahat Abdulrixit,China,771008064,1402.385,Stub
Liang Weilin,China,771024369,1402.385,Stub
Yin Linping,China,771024420,1402.385,Stub
Ou Mengjue,China,771024633,1402.385,Stub
Chen Yu (politician),China,771024905,1402.385,Stub
Zhu Mingguo,China,771025956,1402.385,Start
Liu Jie,China,771029948,1402.385,Stub
Shen Yunpu,China,771030483,1402.385,Stub
Zhu Shaolian,China,771031733,1402.385,Stub
Li Jiating,China,771177250,1402.385,Stub
Liu Fangren,China,771178234,1402.385,Stub
Liu Zhengwei,China,771178314,1402.385,Stub
Niu Maosheng,China,771178639,1402.385,Stub
Yang Dongsheng,China,771189892,1402.385,Stub
Raidi,China,771189946,1402.385,Stub
Gyaincain Norbu (politician),China,771190053,1402.385,Stub
Ma Zhongchen,China,771190535,1402.385,Stub
Li Dengying,China,771190875,1402.385,Stub
Wang Shitai,China,771190957,1402.385,Stub
Jia Zhijie,China,771191040,1402.385,Stub
Li Ziqi,China,771191336,1402.385,Stub
Zhao Haifeng,China,771191461,1402.385,Stub
Tian Fengshan,China,771191603,1402.385,Stub
Ma Kai,China,771192698,1402.385,Start
Xu Yongyue,China,771193712,1402.385,Stub
Wang Zhaowen,China,771196622,1402.385,Stub
Zhao Yide,China,771196821,1402.385,Stub
Shao Shiping,China,771379569,1402.385,Stub
Fang Zhongru,China,771424860,1402.385,Stub
Xiao Yang (governor),China,771427119,1402.385,Stub
Li Chongxi,China,771427219,1402.385,Start
Shen Peiping,China,771427414,1402.385,Start
Yao Mugen,China,771427583,1402.385,C
Han Xuejian,China,771428008,1402.385,Start
Jing Chunhua,China,771428235,1402.385,C
Liang Bin,China,771428361,1402.385,Start
Liao Shaohua,China,771428440,1402.385,C
Ni Fake,China,771428607,1402.385,C
Li Daqiu,China,771429017,1402.385,Start
Chen Tiexin,China,771429062,1402.385,Start
Ji Wenlin,China,771429540,1402.385,Start
Chen Anzhong,China,771429644,1402.385,Start
Yang Gang (politician),China,771429871,1402.385,Start
Xu Gang (politician),China,771432624,1402.385,Start
Zhu Zuoli,China,771432714,1402.385,Start
Gu Junshan,China,771440609,1402.385,GA
Zhang Jieqing,China,771524840,1402.385,Stub
Zhou Zhenhong,China,771997906,1402.385,Start
Luo Yinguo,China,771997994,1402.385,Start
Qiu Huizuo,China,772008961,1402.385,C
Geshe Sherab Gyatso,China,772022652,1402.385,Start
Peng Peiyun,China,772028679,1402.385,Start
Zhao Pengfei,China,772034709,1402.385,Stub
Chai Songyue,China,772056682,1402.385,Stub
Qian Yunlu,China,772071364,1402.385,Stub
Li Da (philosopher),China,772382596,1402.385,Stub
Ebilun,China,772728214,1402.385,GA
Zaiyuan,China,772891669,1402.385,Start
Wang Shouxin,China,772942548,1402.385,Stub
Tong Daning,China,773105082,1402.385,Stub
Liu Shaozi,China,773181429,1402.385,Start
Zhang Hansi,China,773181802,1402.385,Start
Yan Shu,China,773249890,1402.385,Start
Fuheng,China,773285246,1402.385,Start
Anthony Liu Bainian,China,773359472,1402.385,Stub
Tan Qiwei,China,773384987,1402.385,Start
Yue Qifeng,China,774220878,1402.385,Stub
Wu Yuanheng,China,774422853,1402.385,C
Yang Shen,China,774493248,1402.385,Start
Wang Xijue,China,774843935,1402.385,Stub
"Xu Jie (politician, born 1955)",China,774845246,1402.385,Stub
Hu Weide,China,774869490,1402.385,Start
Du Xigui,China,774869762,1402.385,Start
Qiu He,China,775035277,1402.385,C
Li Weiwei (politician),China,775073157,1402.385,Stub
Ouyang Qin,China,775073838,1402.385,Stub
Chen Guofu,China,775161570,1402.385,Stub
Zhang Wenkang,China,775493476,1402.385,Stub
Chen Shiju,China,775494757,1402.385,Stub
Ortai,China,775648331,1402.385,Start
Shi Chonggui,China,775758252,1402.385,B
Wei Baoheng,China,776191386,1402.385,B
Li Zhen (Later Liang),China,776384989,1402.385,B
Xia Yan (Ming dynasty),China,776394218,1402.385,C
Ji Jianye,China,776632920,1402.385,C
Jin Daoming,China,776728593,1402.385,Start
Fu Youde,China,776809152,1402.385,Start
Yu Qin,China,776904552,1402.385,Stub
Li Shimin,China,777018772,1402.385,Stub
Tang Taizong,China,777018813,1402.385,Stub
Zhenguan era,China,777022044,1402.385,Stub
Zheng Jing,China,777260238,1402.385,C
Zhou Jianren,China,777642661,1402.385,Stub
Nasr al-Din (Yunnan),China,777742931,1402.385,C
Bai Xueshan,China,777784922,1402.385,Start
Zhang Yizhi,China,777804063,1402.385,B
Duan Yihe,China,777983157,1402.385,Stub
Pei Du,China,778177552,1402.385,B
Zhang Juzheng,China,778263630,1402.385,C
Wang Shuaiting,China,778610239,1402.385,Start
Xu Xianqing,China,778627693,1402.385,C
Sun Guangxian,China,779028095,1402.385,C
Li Tao (Five Dynasties),China,779028434,1402.385,B
Zhao Ying,China,779028653,1402.385,B
Li Hao,China,779028830,1402.385,B
Li Gu (Later Zhou),China,779029589,1402.385,B
Ban Biao,China,779029806,1402.385,Stub
Fang Hui,China,779033450,1402.385,Stub
Hu Sanxing,China,779033495,1402.385,Stub
Li Tao (historian),China,779033767,1402.385,Start
Su Zhe,China,779034051,1402.385,C
Xue Juzheng,China,779034079,1402.385,Start
Li Dashi,China,779034593,1402.385,Stub
Yao Silian,China,779035382,1402.385,C
Hsioh-ren Wei,China,779128545,1402.385,Stub
Song Xiuyan,China,779162022,1402.385,Stub
Huang Daozhou,China,779370374,1402.385,Stub
Yishan (Manchu official),China,779446707,1402.385,Start
Wang Kemin,China,779519831,1402.385,Start
Uyunqimg,China,779540011,1402.385,Start
Lin Xu,China,779801812,1402.385,Start
Gu Xiancheng,China,779818473,1402.385,Start
Li Wenke,China,779827101,1402.385,Stub
Yang Sifu,China,779846133,1402.385,B
Songyun,China,779854248,1402.385,Stub
Puru (artist),China,779867696,1402.385,Start
Cuigiya Lianyuan,China,780199642,1402.385,Start
John Kuan,China,780277757,1402.385,Stub
Li Deyu,China,780429183,1402.385,B
Li Fengji,China,780429558,1402.385,B
Li Shouxin (politician),China,780434420,1402.385,Stub
Lin Shusen,China,780595069,1402.385,Stub
Linghu Defen,China,780645384,1402.385,B
Ye Xuanping,China,780680886,1402.385,Stub
Mingsioi,China,781508091,1402.385,Stub
Zhao Mingcheng,China,781911215,1402.385,C
Akdun,China,782142343,1402.385,Start
Chen Xu (prosecutor),China,782155224,1402.385,Stub
Hai Rui,China,782247460,1402.385,C
Amin (Qing dynasty),China,782305764,1402.385,Start
Gao Yao (minister),China,782363273,1402.385,Stub
Anfiyanggū,China,782389474,1402.385,Start
Zhao Shaolin,China,782537709,1402.385,Start
Bahai (Qing dynasty),China,782618923,1402.385,Start
Zhang Jingyao,China,782688842,1402.385,Start
Zhu Wenjin,China,782692530,1402.385,C
Lian Chongyu,China,782692611,1402.385,B
Ding Baozhen,China,782724583,1402.385,Start
Zeng Gongliang,China,782835814,1402.385,Stub
Bolad,China,782957516,1402.385,Start
Bolo (prince),China,782959904,1402.385,Start
Jin Midi,China,783106969,1402.385,Start
Oboi,China,783125662,1402.385,C
Li Delin,China,783192715,1402.385,B
Lu Sidao,China,783193281,1402.385,Stub
Li Chengyun,China,783274307,1402.385,Start
Mao Guanglie,China,783293895,1402.385,Stub
Wu Junsheng,China,783342429,1402.385,Stub
Xiao Zuoxin,China,783357679,1402.385,Stub
Sun Huaishan,China,783428726,1402.385,Start
Song Lin,China,783429088,1402.385,C
Ma Mingfang,China,783511207,1402.385,Stub
Xiong Xiling,China,783588346,1402.385,Stub
Cui Yuan (Han dynasty),China,783634397,1402.385,Start
Zeng Gong,China,783719112,1402.385,Start
Cheung Hon-chung,China,783822661,1402.385,Stub
Chan Wing-chan,China,783825005,1402.385,Stub
Ngan Kam-chuen,China,783825434,1402.385,Stub
Preparatory Committee for the Hong Kong Special Administrative Region,China,783825954,1402.385,Stub
Selection Committee,China,783826194,1402.385,Start
Ji Pengfei,China,783826877,1402.385,Start
Qiao Guanhua,China,783827175,1402.385,Start
Huang Hua,China,783827253,1402.385,C
Wu Xueqian,China,783827315,1402.385,Stub
Qian Qichen,China,783827437,1402.385,GA
Tang Jiaxuan,China,783827526,1402.385,Start
Li Zhaoxing,China,783827582,1402.385,Start
List of vice premiers of the People's Republic of China,China,783830457,1402.385,Start
Tai Chin-wah,China,783832246,1402.385,Start
Sun Hongzhi,China,783875351,1402.385,Start
Duke Li of Qi,China,783876460,1402.385,Stub
Marquis Ai of Jin,China,783876519,1402.385,Stub
Shang Shu (Jin),China,783876675,1402.385,Stub
Marquis Xiao of Jin,China,783876703,1402.385,Stub
Marquis Xiaozi of Jin,China,783876729,1402.385,Stub
Chuzi I,China,783876902,1402.385,Stub
Du'ao,China,783876927,1402.385,Stub
Duke Huai of Jin,China,783876964,1402.385,Start
Wuzhi (Qi),China,783877042,1402.385,Start
Duke Xiang of Qi,China,783877101,1402.385,C
King Dao of Zhou,China,783877286,1402.385,Stub
Jia'ao,China,783877369,1402.385,Stub
Duke Zhuang II of Qi,China,783877421,1402.385,Start
An Ruzi,China,783877487,1402.385,Start
Duke Dao of Qi,China,783877535,1402.385,B
Duke Jian of Qi,China,783877570,1402.385,Start
King Sheng of Chu,China,783877629,1402.385,Stub
King Si of Zhou,China,783877655,1402.385,Stub
Duke You of Jin,China,783877819,1402.385,Stub
Chuzi II,China,783877994,1402.385,Start
"Yan, Marquis of Tian",China,783878215,1402.385,Start
King Min of Qi,China,783878517,1402.385,C
Marquis Zhao of Jin,China,783880703,1402.385,Stub
Wang Xizhi,China,783926637,1402.385,Start
Fuk'anggan,China,784097602,1402.385,Start
Yinchang,China,784136214,1402.385,C
Dodo (prince),China,784164246,1402.385,C
Eidu,China,784332012,1402.385,Start
Gao Shi,China,784866166,1402.385,Stub
Chaghan Temur,China,785002813,1402.385,Stub
Yao Ji,China,785030558,1402.385,B
Han Tuozhou,China,785357279,1402.385,Start
Li Bin (politician),China,785385352,1402.385,Start
Zhao Mausoleum (Tang dynasty),China,785394450,1402.385,Stub
Yang Wanli,China,785715265,1402.385,Stub
Xia Chang,China,785837406,1402.385,Start
Sushun,China,786364734,1402.385,Start
List of general secretaries and chairmen of the Communist Party of China,China,786437740,1402.385,Start
Zeng Qi,China,786497203,1402.385,Stub
Li Jingye,China,786529798,1402.385,C
Yelü Chucai,China,786649998,1402.385,C
Yu Xiaogang,China,786763475,1402.385,Stub
King Pu-tsung,China,786882530,1402.385,Start
Chan Yuen-han,China,786928662,1402.385,Start
Liao Hui (politician),China,786967153,1402.385,Stub
Lei Zhengfu,China,787135155,1402.385,C
El Temür,China,787157987,1402.385,Stub
Jin Shuren,China,787167773,1402.385,Start
Ma Duanlin,China,787170411,1402.385,Start
Lü Buwei,China,787171294,1402.385,C
Lu Xiufu,China,787173150,1402.385,Start
Hu Ruoyu,China,787180882,1402.385,Stub
Liu Xiang (scholar),China,787184538,1402.385,C
Mu Qing (tusi),China,787339934,1402.385,Stub
Mu Zeng,China,787339959,1402.385,Stub
Escape from China,China,787356609,1402.385,Stub
Abatai,China,787363436,1402.385,Start
Pandatsang Rapga,China,787470483,1402.385,C
Murong Hui,China,787692814,1402.385,Start
Su fei-erh,China,787731202,1402.385,Start
Mingrui,China,787878500,1402.385,Stub
Ai Baojun,China,787929417,1402.385,Start
Li Zhen (Tang dynasty),China,788130678,1402.385,B
Liao of Wu,China,788323099,1402.385,Stub
Song Di (Fugu),China,788369399,1402.385,Start
Song Lian,China,788370334,1402.385,Stub
Song Qi,China,788370364,1402.385,Start
Guo Yongxiang,China,788397778,1402.385,Start
Fu An,China,788435525,1402.385,Stub
"Yixuan, Prince Chun",China,788668412,1402.385,B
Tan Li,China,788686279,1402.385,C
Xiang of Xia,China,788695829,1402.385,Start
Wang Min (born 1956),China,788710930,1402.385,C
Xu Jianyi,China,788721662,1402.385,Start
Yang Weize,China,788722387,1402.385,C
Zhou Benshun,China,788726349,1402.385,GA
Doje Cezhug,China,788758073,1402.385,Start
Tong Jixu,China,788799528,1402.385,Start
List of leaders of the Kuomintang,China,788909961,1402.385,C
Wen Zhenmeng,China,788944310,1402.385,Start
He Xiangning,China,788960131,1402.385,GA
Liao Zhongkai,China,788960137,1402.385,C
Han Shizhong,China,788967857,1402.385,B
Chen Wenlong,China,788968870,1402.385,Start
Ye Chunji,China,788989059,1402.385,Start
Yuan Haowen,China,788990765,1402.385,Start
Yuan Zhongdao,China,788990804,1402.385,Start
Zhou Yang (literary theorist),China,788993784,1402.385,Stub
Yuan Jie,China,789008719,1402.385,C
Zhan Ziqian,China,789015675,1402.385,Stub
Cheng Xingling,China,789284682,1402.385,Stub
Liu Zheng (politician),China,789285126,1402.385,Stub
Liu Fusheng,China,789285219,1402.385,Stub
Xue Yanzhong,China,789285856,1402.385,Stub
Liu Zemin,China,789286326,1402.385,Stub
Guo Yuhuai,China,789286558,1402.385,Stub
Sun Wensheng,China,789286639,1402.385,Stub
Lu Gongxun,China,789287040,1402.385,Stub
Zhufu Yan,China,789295999,1402.385,Stub
Wang Tingdong,China,789304583,1402.385,Stub
Wang Shiying,China,789306477,1402.385,Stub
Wang Senhao,China,789307001,1402.385,Stub
Hu Fuguo,China,789307671,1402.385,Stub
Bu Xiaolin,China,789327926,1402.385,Start
Jiang Chunyun,China,789517091,1402.385,Start
Chen Zhifang,China,789586713,1402.385,Stub
Huang Xiaowei,China,789810628,1402.385,Stub
Li Chuncheng,China,789810780,1402.385,C
Luo Yi,China,789824236,1402.385,B
Li Gui,China,789824430,1402.385,C
Li Mi (Sui dynasty),China,789825049,1402.385,B
Shen Faxing,China,789825250,1402.385,Start
Yang Xuangan,China,789826216,1402.385,B
An Qingxu,China,789877244,1402.385,C
Hu Zejun,China,789943431,1402.385,Stub
Zhang Xinsheng,China,790008809,1402.385,Start
Wang Bao'an,China,790013397,1402.385,Start
Ulan (politician),China,790020852,1402.385,Start
Shen Yueyue,China,790304008,1402.385,Start
Liao Xiaoyi,China,790304389,1402.385,Start
Su Zhaozheng,China,790323099,1402.385,Stub
Ma Wen,China,790422921,1402.385,Start
Liu Chang (Southern Han),China,790514397,1402.385,Start
Wang Meng (artist),China,790517937,1402.385,Start
Liu Chenggui,China,790615742,1402.385,Stub
Song Zhe,China,790660708,1402.385,Stub
Zhu Changfang,China,790761720,1402.385,Start
Wang Shichong,China,790800802,1402.385,C
Zaitao,China,790925081,1402.385,C
Tang campaign against Kucha,China,790979562,1402.385,GA
Miriam Lau,China,791015184,1402.385,Start
Tam Yiu-chung,China,791018313,1402.385,C
Tang campaign against Karakhoja,China,791088593,1402.385,Start
Chung To,China,791175440,1402.385,Stub
Rafael Hui,China,791203802,1402.385,C
Liu Jing (politician),China,791254138,1402.385,Stub
Ma Rong,China,791285269,1402.385,Stub
Wang Menghui,China,791554518,1402.385,Stub
Chen Rong (painter),China,791717211,1402.385,Stub
Gu Kaizhi,China,791789391,1402.385,C
Han Changfu,China,791945751,1402.385,Stub
Ni Yuanlu,China,791959620,1402.385,Stub
Qiu Fengjia,China,792165386,1402.385,Start
Wang Dongxing,China,792192283,1402.385,Start
Ruan Yuan,China,792220165,1402.385,Start
Huang Lixin,China,792257122,1402.385,Start
Ning Jizhe,China,792385063,1402.385,Start
Dorgon,China,792530940,1402.385,FA
Sheng Shicai,China,792543483,1402.385,C
Ma Yize,China,792543486,1402.385,Start
Huchuquan,China,792606272,1402.385,Start
Wu Nansheng,China,792731529,1402.385,Stub
Rita Fan,China,792803222,1402.385,C
Emperor Shizong of Jin,China,792887839,1402.385,C
Burhan Shahidi,China,792930794,1402.385,GA
Fu Jing,China,792956376,1402.385,Stub
Xie Lingyun,China,792967101,1402.385,C
Yan Huiqing,China,793017881,1402.385,Start
Guan Guangfu,China,793126462,1402.385,Start
Tang campaigns against the Western Turks,China,793139815,1402.385,GA
Mingju,China,793313389,1402.385,Stub
Wu Xinxiong,China,793384100,1402.385,Start
Yuxian (Qing dynasty),China,793502021,1402.385,GA
Consort Wan,China,793507071,1402.385,Stub
Yang Dongliang,China,793601385,1402.385,C
Chen Changzhi,China,793811654,1402.385,Stub
Chen Genkai,China,793812440,1402.385,Stub
Chen Haosu,China,793812585,1402.385,Stub
Chen Yi (marshal),China,793815532,1402.385,Start
Cheng Hao,China,793817713,1402.385,C
Yang Dacai,China,793962376,1402.385,Stub
Chan Kam-lam,China,794007220,1402.385,C
Wei Zhongxian,China,794081084,1402.385,C
Han Qixian,China,794093862,1402.385,Stub
Bai Yun (politician),China,794222645,1402.385,Start
Su Rong,China,794265078,1402.385,C
Chu Qing,China,794291032,1402.385,Start
Liu Yandong,China,794381842,1402.385,Start
