article_name,country,revision_id,population,article_quality_est
Bir I of Kanem,Chad,355319463,16.877,Stub
Abdullah II of Kanem,Chad,498683267,16.877,Stub
Salmama II of Kanem,Chad,565745353,16.877,Stub
Kuri I of Kanem,Chad,565745365,16.877,Stub
Mohammed I of Kanem,Chad,565745375,16.877,Stub
Kuri II of Kanem,Chad,669719757,16.877,Stub
Bir II of Kanem,Chad,670893206,16.877,Stub
Mahamat Hissene,Chad,693055898,16.877,Stub
Othman I,Chad,705432607,16.877,Stub
Alphonse Kotiga,Chad,707593108,16.877,Stub
Oueddei Kichidemi,Chad,708346649,16.877,Start
Dunama I,Chad,710675092,16.877,Stub
Ahmad (Kanem-Bornu king),Chad,711388267,16.877,Stub
Djibrine Kerallah,Chad,712971263,16.877,Stub
Maurice Ngangtar,Chad,712971315,16.877,Stub
Idriss Miskine,Chad,712971738,16.877,Stub
Laoukein Kourayo Médard,Chad,716886170,16.877,Stub
Nadji Madou,Chad,716886788,16.877,Stub
Noël Milarew Odingar,Chad,716891799,16.877,Start
Yaya Dillo Djérou,Chad,717733209,16.877,Stub
Acheikh Ibn-Oumar,Chad,719821590,16.877,Start
Quatre Sou Quatre,Chad,720066754,16.877,Stub
Ali Gazi,Chad,722563340,16.877,Stub
Mahamat Djarma Khatir,Chad,725132042,16.877,Stub
Dunama IX Lefiami,Chad,731749611,16.877,Stub
Dawud of Kanem,Chad,736550266,16.877,Stub
Ahmed Koulamallah,Chad,738855197,16.877,Start
Abbo Nassour,Chad,741369486,16.877,C
Abdel Kader Baba-Laddé,Chad,742213176,16.877,Stub
Hummay,Chad,747271475,16.877,Stub
Ngarlejy Yorongar,Chad,751304544,16.877,C
Saleh Kezabo,Chad,751380073,16.877,Stub
Bourkou Louise Kabo,Chad,757072468,16.877,Start
Brahim Koulamallah,Chad,757802238,16.877,Stub
Saadie Goukouni Weddeye,Chad,757842614,16.877,Start
Mahamoud Adam Béchir,Chad,762579466,16.877,Start
Djidingar Dono Ngardoum,Chad,764133533,16.877,Stub
Youssouf Saleh Abbas,Chad,771052289,16.877,C
Koibla Djimasta,Chad,774223245,16.877,Start
Nassour Guelendouksia Ouaido,Chad,774223248,16.877,C
Joseph Brahim Seid,Chad,777478442,16.877,Stub
Joseph Yodoyman,Chad,777550078,16.877,Start
Antoine Bangui,Chad,782638002,16.877,Start
Ibrahim IV of Bornu,Chad,785614014,16.877,Stub
Hadjé Halimé,Chad,786449636,16.877,C
Youssouf Togoïmi,Chad,787390241,16.877,Start
Adoum Younousmi,Chad,787719236,16.877,Start
François Tombalbaye,Chad,787738541,16.877,C
Ahmat Hassaballah Soubiane,Chad,787910771,16.877,Stub
Ahmad Allam-Mi,Chad,787921293,16.877,Start
Laotegguelnodji Koumtog,Chad,788009613,16.877,Stub
Mahamat Ali Adoum,Chad,788014671,16.877,Start
Mahamat Saleh Annadif,Chad,788658822,16.877,Start
Mohamed Bechir-Sow,Chad,788827248,16.877,Stub
Gontchomé Sahoulba,Chad,788828388,16.877,Start
Gabriel Lisette,Chad,788828519,16.877,Start
Ali II of Bornu,Chad,788999424,16.877,Stub
Arabi El Goni,Chad,789126126,16.877,Stub
Dunama Dabbalemi,Chad,789935196,16.877,Start
Idris Alooma,Chad,792734868,16.877,Start
Mahamat Nouri,Chad,792954115,16.877,B
Idriss Ndele Moussa,Chad,796654025,16.877,Stub
Mbaydoum Simeon,Chad,796690873,16.877,Stub
Ngarindo Milengar,Chad,796700718,16.877,Stub
List of Prime Ministers of Chad,Chad,797747674,16.877,Start
Idriss Déby,Chad,798286150,16.877,C
Saleh Kebzabo,Chad,798626040,16.877,C
Moussa Faki,Chad,799043301,16.877,C
Kalzeubet Pahimi Deubet,Chad,799413193,16.877,Stub
Haroun Kabadi,Chad,799447895,16.877,Start
Nagoum Yamassoum,Chad,799447995,16.877,Start
Outel Bono,Chad,799448338,16.877,Start
Ahmat Acyl,Chad,799902492,16.877,C
Djimrangar Dadnadji,Chad,800133552,16.877,Start
Delwa Kassiré Koumakoye,Chad,801029539,16.877,C
Fidèle Moungar,Chad,801192255,16.877,C
Jean Alingué Bawoyeu,Chad,801192303,16.877,B
Emmanuel Nadingar,Chad,801573576,16.877,C
Roger Djikisna,Chad,801583221,16.877,Stub
Firmin Djidingar,Chad,801583260,16.877,Stub
Idris I of Kanem,Chad,802874918,16.877,Stub
Vice President of Chad,Chad,803166509,16.877,Stub
Hissène Habré,Chad,803166806,16.877,GA
Negue Djogo,Chad,803166989,16.877,Start
Wadel Abdelkader Kamougué,Chad,803167152,16.877,C
Félix Malloum,Chad,803167336,16.877,Start
Lol Mahamat Choua,Chad,803167424,16.877,C
Goukouni Oueddei,Chad,803167990,16.877,C
Albert Pahimi Padacké,Chad,803433107,16.877,C
List of heads of state of Chad,Chad,803812011,16.877,Start
Elise Loum,Chad,804773540,16.877,Start
Agnes Allafi,Chad,805493169,16.877,Start
Christine Georges Diguibaye,Chad,806337653,16.877,Stub
Pascal Yoadimnadji,Chad,806508985,16.877,Start
Aissa Koli,Chad,806616268,16.877,Start
Omar I of Kanem,Chad,807425129,16.877,Start
Information Minister of the Palestinian National Authority,Palestinian Territory,393276188,5.008,Stub
Finance Minister of the Palestinian National Authority,Palestinian Territory,596181202,5.008,Start
Planning Minister of the Palestinian National Authority,Palestinian Territory,633612729,5.008,Start
Hossam Arafat (politician),Palestinian Territory,680933208,5.008,Stub
Tawfik Tirawi,Palestinian Territory,701106976,5.008,Start
Isam al-Qadi,Palestinian Territory,706650943,5.008,Stub
Hussein al-Araj,Palestinian Territory,707669406,5.008,Stub
Mohammad Barghouti,Palestinian Territory,708269321,5.008,Stub
Ahmed Khalidi,Palestinian Territory,708495719,5.008,Stub
Health Minister of the Palestinian National Authority,Palestinian Territory,708817890,5.008,Stub
Qais Abd al-Karim,Palestinian Territory,709529097,5.008,Stub
Mahmoud Aloul,Palestinian Territory,709567584,5.008,Stub
Victor Batarseh,Palestinian Territory,709994434,5.008,Stub
Hanna Nasser (academic),Palestinian Territory,710133339,5.008,Start
Anastas Hanania,Palestinian Territory,710390049,5.008,Start
Joudeh George Murqos,Palestinian Territory,710676772,5.008,Stub
Ali al-Sartawi,Palestinian Territory,710990363,5.008,Stub
Jamal Tirawi,Palestinian Territory,712310215,5.008,Start
Samir Abu Eisheh,Palestinian Territory,713203735,5.008,Stub
Sami Taha,Palestinian Territory,713505054,5.008,Start
Ayyub Musallam,Palestinian Territory,714176771,5.008,Stub
Hajj Essa Hamed,Palestinian Territory,714181175,5.008,Start
Hasan Tahboub,Palestinian Territory,714208891,5.008,Stub
Hanna Nasser,Palestinian Territory,714586856,5.008,Stub
Ghazi Hanania,Palestinian Territory,715125381,5.008,Stub
Amin Abd al-Hadi,Palestinian Territory,716425885,5.008,Stub
Samir Hulileh,Palestinian Territory,717174805,5.008,Start
Hatem Qafisha,Palestinian Territory,717350346,5.008,Stub
Nayef Rajoub,Palestinian Territory,717907429,5.008,Stub
Ghassan Shakaa,Palestinian Territory,720225559,5.008,Stub
Salim Zanoun,Palestinian Territory,720541817,5.008,Stub
Ahmad Bahar (Palestinian politician),Palestinian Territory,725592476,5.008,Stub
Umm Nidal,Palestinian Territory,729635985,5.008,C
Aref al-Dajani,Palestinian Territory,730565205,5.008,Start
Faed Mustafa,Palestinian Territory,730612889,5.008,Stub
Interior Minister of the Palestinian National Authority,Palestinian Territory,734366909,5.008,B
Samiha Khalil,Palestinian Territory,737316891,5.008,Start
Imil Jarjoui,Palestinian Territory,738485209,5.008,Stub
Abu Zakaria al-Jamal,Palestinian Territory,740251014,5.008,Stub
Mustafa al-Khalidi,Palestinian Territory,740562507,5.008,Stub
Samir Ghawshah,Palestinian Territory,741240899,5.008,Start
Fuad Kokaly,Palestinian Territory,742810698,5.008,Stub
Janet Mikhail,Palestinian Territory,742930612,5.008,Stub
Hind Khoury,Palestinian Territory,744229617,5.008,Stub
Saloum Cohen,Palestinian Territory,744680083,5.008,Stub
Ahmed Majdalani,Palestinian Territory,745445418,5.008,Start
Faidi al-Alami,Palestinian Territory,746561126,5.008,Stub
Arafat scarf,Palestinian Territory,752269980,5.008,Stub
Zuhir al-Qaisi,Palestinian Territory,754951299,5.008,C
Mohammed Shabir,Palestinian Territory,754960024,5.008,Start
Said Seyam,Palestinian Territory,755358806,5.008,C
Atef Adwan,Palestinian Territory,756834998,5.008,Start
Moussa Arafat,Palestinian Territory,756836183,5.008,Start
Khouloud Daibes,Palestinian Territory,757565638,5.008,Start
Nahid al-Rayyis,Palestinian Territory,759387598,5.008,Start
Rawhi Fattouh,Palestinian Territory,760357919,5.008,Start
Wasfi Kabha,Palestinian Territory,760375386,5.008,Stub
Omar Hammayil,Palestinian Territory,760380012,5.008,Stub
Mohammed Milhim,Palestinian Territory,760380700,5.008,Stub
Faisal Husseini,Palestinian Territory,765742925,5.008,Start
Haidar Abdel-Shafi,Palestinian Territory,766784372,5.008,Start
Nasser al-Shaer,Palestinian Territory,766840809,5.008,Start
Omar Abd al-Razaq,Palestinian Territory,766847361,5.008,Stub
Adnan al-Husayni,Palestinian Territory,767482479,5.008,Stub
Ziad Abu Amr,Palestinian Territory,767881055,5.008,Start
Ziad Abuzayyad,Palestinian Territory,768374386,5.008,Start
Azzam al-Ahmad,Palestinian Territory,769135700,5.008,Stub
Leila Shahid,Palestinian Territory,769328020,5.008,Start
Sharm El Sheikh Memorandum,Palestinian Territory,771217707,5.008,Start
Hussein al-Husayni,Palestinian Territory,773002344,5.008,Start
Riyad al-Maliki,Palestinian Territory,773227993,5.008,Start
Yasser Abed Rabbo,Palestinian Territory,774821388,5.008,C
Isra al-Modallal,Palestinian Territory,775535912,5.008,Start
Jamal Abu Samhadana,Palestinian Territory,775898615,5.008,C
Sufian Abu Zaida,Palestinian Territory,776289919,5.008,Start
Taysir Khalid,Palestinian Territory,776386870,5.008,Stub
Ibrahim Nassar,Palestinian Territory,776831011,5.008,Start
Anwar Khatib,Palestinian Territory,777026878,5.008,Start
Jamil Majdalawi,Palestinian Territory,779034357,5.008,Stub
Foreign Affairs Minister of the Palestinian National Authority,Palestinian Territory,779105366,5.008,Start
Rabiha Diab,Palestinian Territory,779367907,5.008,Stub
Ahmed Hilmi Pasha,Palestinian Territory,782105397,5.008,C
Majida Al-Masri,Palestinian Territory,783041670,5.008,Stub
Emil Ghuri,Palestinian Territory,784373796,5.008,Stub
Ali Jarbawi,Palestinian Territory,784662302,5.008,Start
Jamal al-Jamal,Palestinian Territory,784977752,5.008,Start
Jamal al-Husayni,Palestinian Territory,785938135,5.008,B
Musa al-Husayni,Palestinian Territory,785938199,5.008,B
Salim al-Husayni,Palestinian Territory,785938222,5.008,Stub
Mustafa Barghouti,Palestinian Territory,787198183,5.008,C
Abdel Hafiz Nofal,Palestinian Territory,787385830,5.008,Start
Zaki al-Ghul,Palestinian Territory,787447130,5.008,Stub
Oslo I Accord,Palestinian Territory,787453135,5.008,C
Adly Yaish,Palestinian Territory,787691185,5.008,Stub
Intissar al-Wazir,Palestinian Territory,788004334,5.008,Start
Muhammad Abu Tir,Palestinian Territory,788019130,5.008,C
"Palestinian general election, 1996",Palestinian Territory,788023506,5.008,C
Protocol Concerning the Redeployment in Hebron,Palestinian Territory,788026998,5.008,C
Yousef al-Khalidi,Palestinian Territory,788159128,5.008,Stub
List of mayors of Nablus,Palestinian Territory,788189214,5.008,Stub
Khalil al-Hayya,Palestinian Territory,788437086,5.008,Stub
President of the Palestinian National Authority,Palestinian Territory,788509815,5.008,B
Fathi Ahmad Hammad,Palestinian Territory,788591724,5.008,Stub
Abdullah Rimawi,Palestinian Territory,788953220,5.008,GA
Yahya Hammuda,Palestinian Territory,788988278,5.008,Stub
Hani al-Hassan,Palestinian Territory,789228790,5.008,Start
Bashir Barghouti,Palestinian Territory,790695172,5.008,Start
Bassam as-Salhi,Palestinian Territory,790721748,5.008,Stub
Khalida Jarrar,Palestinian Territory,791881528,5.008,GA
Kamel al-Budeiri,Palestinian Territory,792611747,5.008,Start
Zuheir Mohsen,Palestinian Territory,792615206,5.008,C
Abdel-Razak al-Yehiyeh,Palestinian Territory,793718428,5.008,Start
Abu Ali Mustafa,Palestinian Territory,794170874,5.008,Start
Salah Khalaf,Palestinian Territory,794482018,5.008,C
Kamal Nasser,Palestinian Territory,795004000,5.008,Start
Current members of Palestinian Legislative Council,Palestinian Territory,795648388,5.008,Start
Fathi Hamad,Palestinian Territory,796124047,5.008,Start
Musa Alami,Palestinian Territory,796697881,5.008,C
Palestinian Declaration of Independence,Palestinian Territory,796911861,5.008,C
Ahmad Kurd,Palestinian Territory,796924085,5.008,Stub
Amin al-Majaj,Palestinian Territory,796961464,5.008,Start
Aziz Duwaik,Palestinian Territory,797021613,5.008,C
Ahmed Yassin,Palestinian Territory,797122322,5.008,GA
Hanan Ashrawi,Palestinian Territory,797806716,5.008,C
Cause of Yasser Arafat's death,Palestinian Territory,798100387,5.008,B
Kassim Al-Rimawi,Palestinian Territory,798262559,5.008,Start
Ibrahim Abu-Lughod,Palestinian Territory,798282902,5.008,C
Islah Jad,Palestinian Territory,798331360,5.008,Start
Issam Sartawi,Palestinian Territory,798732432,5.008,C
Marwan Barghouti,Palestinian Territory,798913975,5.008,GA
Mohammad Shtayyeh,Palestinian Territory,799023109,5.008,C
Mohammed Dahlan,Palestinian Territory,799023535,5.008,C
Nabil Shaath,Palestinian Territory,799072017,5.008,Start
Nabeel Kassis,Palestinian Territory,799209138,5.008,Start
Mahmoud al-Mabhouh,Palestinian Territory,799802471,5.008,GA
Qadura Fares,Palestinian Territory,799858795,5.008,Stub
Leila Khaled,Palestinian Territory,800067783,5.008,C
Muhammad Nimr al-Hawari,Palestinian Territory,800264686,5.008,C
Wadie Haddad,Palestinian Territory,800268417,5.008,Start
Munib al-Masri,Palestinian Territory,800663648,5.008,C
Suha Arafat,Palestinian Territory,800718761,5.008,C
Taba Summit,Palestinian Territory,800748567,5.008,C
Sari Nusseibeh,Palestinian Territory,800949001,5.008,C
Education Minister of the Palestinian National Authority,Palestinian Territory,801102332,5.008,Start
Yaqub al-Ghusayn,Palestinian Territory,801214518,5.008,Start
Khaled Mashal,Palestinian Territory,801299475,5.008,C
Ziad Abu Ein,Palestinian Territory,801335922,5.008,C
Zuhdi Labib Terzi,Palestinian Territory,801507800,5.008,Start
Raghib al-Nashashibi,Palestinian Territory,801867039,5.008,Start
Jamila Abdallah Taha al-Shanti,Palestinian Territory,802082257,5.008,Stub
Jibril Rajoub,Palestinian Territory,802302873,5.008,C
Abdelrahman al-Dajani,Palestinian Territory,802436402,5.008,Stub
Ahmad Agha Duzdar,Palestinian Territory,802436510,5.008,Stub
Musa al-Alami (mayor of Jerusalem),Palestinian Territory,802436655,5.008,Stub
Hussam ad-Din Jarallah,Palestinian Territory,802438226,5.008,Start
As'ad Shukeiri,Palestinian Territory,802444446,5.008,Stub
Eyad al-Sarraj,Palestinian Territory,802495061,5.008,Start
Abdel Aziz al-Rantisi,Palestinian Territory,802598153,5.008,C
Fatima Bernawi,Palestinian Territory,802835604,5.008,Start
Ahmad Sa'adat,Palestinian Territory,802968215,5.008,C
Salah Shehade,Palestinian Territory,803242304,5.008,C
Mahmoud Abbas,Palestinian Territory,803433440,5.008,B
Yasser Arafat,Palestinian Territory,804075706,5.008,FA
Ahmad Shukeiri,Palestinian Territory,804132518,5.008,Start
10 agorot controversy,Palestinian Territory,804292510,5.008,Start
2000 Camp David Summit,Palestinian Territory,804914588,5.008,B
Amin al-Husseini,Palestinian Territory,804940228,5.008,B
Adel Zawati,Palestinian Territory,804957442,5.008,Start
Omar Barghouti,Palestinian Territory,805306238,5.008,C
Arab Money,Palestinian Territory,805321868,5.008,C
Ghassan Khatib,Palestinian Territory,805441005,5.008,Start
Ahmad Toukan,Palestinian Territory,805811873,5.008,Start
Khalil al-Wazir,Palestinian Territory,806359448,5.008,B
Ismail Haniyeh,Palestinian Territory,806939531,5.008,C
Nizar Rayan,Palestinian Territory,807364845,5.008,GA
Haifa al-Agha,Palestinian Territory,807439836,5.008,Stub
Mahmoud al-Zahar,Palestinian Territory,807444564,5.008,C
Hakam Balawi,Palestinian Territory,807459429,5.008,Start
Yunis Al Astal,Palestinian Territory,807462818,5.008,Start
Yos Por,Cambodia,393822005,15.497,Stub
Than Sina,Cambodia,671073599,15.497,Stub
Ieu Pannakar,Cambodia,712085445,15.497,Stub
Taing Sunlay,Cambodia,713507166,15.497,Stub
Dul Koeun,Cambodia,714524609,15.497,Stub
Ly Kim Leang,Cambodia,714524624,15.497,Stub
Chhor Leang Huot,Cambodia,714524714,15.497,Stub
Thak Lany,Cambodia,714524870,15.497,Stub
Sok San,Cambodia,714525029,15.497,Stub
Tep Ngorn,Cambodia,714528164,15.497,Stub
Chan Cheng,Cambodia,714528251,15.497,Stub
Nhim Vanda,Cambodia,714528803,15.497,Stub
Pen Panha,Cambodia,714528886,15.497,Stub
Sieng Nam,Cambodia,714529109,15.497,Stub
So Khun,Cambodia,714529370,15.497,Stub
Nou Sam,Cambodia,714529507,15.497,Stub
Rath Sarem,Cambodia,716812326,15.497,Stub
Kong Vibol,Cambodia,726543264,15.497,Stub
Monh Saphan,Cambodia,726543284,15.497,Stub
Uk Rabun,Cambodia,726543336,15.497,Stub
Ay Khorn,Cambodia,726543872,15.497,Stub
Oung Ouen,Cambodia,726688556,15.497,Stub
List of Deputy Prime Ministers of Cambodia,Cambodia,730617957,15.497,Stub
Cambodian People's Party–FUNCINPEC coalition agreement,Cambodia,732331264,15.497,Stub
Chuop Hell,Cambodia,735512767,15.497,Stub
Kong Korm,Cambodia,736093077,15.497,Stub
Chan Nak,Cambodia,736538934,15.497,Stub
Huy Kanthoul,Cambodia,736539294,15.497,Stub
Vorn Vet,Cambodia,736715950,15.497,Stub
Yat Hwaidi,Cambodia,737025619,15.497,Stub
Khim Tit,Cambodia,737804996,15.497,Stub
Son Chhay,Cambodia,738180794,15.497,Start
Kep Chuktema,Cambodia,738478052,15.497,Start
Nuth Rumduol,Cambodia,738512371,15.497,Stub
Khieu Thavika,Cambodia,738804016,15.497,Stub
Norodom Phurissara,Cambodia,738987957,15.497,Start
Daran Kravanh,Cambodia,738989624,15.497,Stub
Sisowath Monireth,Cambodia,738992094,15.497,Start
Sisowath Youtevong,Cambodia,738992441,15.497,Stub
Ou Chanrith,Cambodia,739217591,15.497,Stub
Yem Ponhearith,Cambodia,741680078,15.497,Stub
Chrea Sochenda,Cambodia,741923960,15.497,Stub
Vong Kan,Cambodia,742006559,15.497,Stub
Yos Son,Cambodia,742067282,15.497,Stub
Hun Many,Cambodia,744291790,15.497,Stub
Chhean Vam,Cambodia,747052284,15.497,Stub
Oum Chheang Sun,Cambodia,747052769,15.497,Stub
Norodom Kantol,Cambodia,747053219,15.497,Stub
Khieu Rada,Cambodia,747555899,15.497,Start
Ieu Koeus,Cambodia,747628491,15.497,Stub
Cheng Heng,Cambodia,747784875,15.497,Start
Mok Mareth,Cambodia,747945224,15.497,Start
Kieng Vang,Cambodia,748137241,15.497,Stub
Sisowath Watchayavong,Cambodia,748488170,15.497,Stub
Sokhom So,Cambodia,749156496,15.497,Stub
Min Sean,Cambodia,749304614,15.497,Stub
Y Chhean,Cambodia,749338398,15.497,Stub
Poa Bun Sreu,Cambodia,749357713,15.497,Stub
Toan Vanthara,Cambodia,749387326,15.497,Stub
Sok Soty,Cambodia,749388858,15.497,Stub
Pal Sam Oeun,Cambodia,749396845,15.497,Stub
Ngor Sovann,Cambodia,749470256,15.497,Stub
Kea Sahorn,Cambodia,749510551,15.497,Stub
Suos Kanan,Cambodia,749517390,15.497,Stub
Im Chhun Lim,Cambodia,749537624,15.497,Stub
Tram Iv Teuk,Cambodia,749537772,15.497,Stub
Hem Khorn,Cambodia,749561164,15.497,Stub
Um Nhanh,Cambodia,749569686,15.497,Stub
Poa Try,Cambodia,749570183,15.497,Stub
Yim Chhaily,Cambodia,749683882,15.497,Stub
Ith Prang,Cambodia,749704384,15.497,Stub
Try Chheang Huot,Cambodia,749710492,15.497,Stub
Suk Sam Eng,Cambodia,749945690,15.497,Stub
Nim Thot,Cambodia,749967879,15.497,Stub
Ngin Khorn,Cambodia,749970189,15.497,Stub
Sorn Inthor,Cambodia,749977252,15.497,Stub
You Hockry,Cambodia,750055098,15.497,Stub
Samrith Pech,Cambodia,750074445,15.497,Stub
Un Neung,Cambodia,750077042,15.497,Stub
Bou Thang,Cambodia,750179637,15.497,Stub
Peter Khoy Saukam,Cambodia,751227068,15.497,Start
Tuot Saron,Cambodia,752967379,15.497,Start
Phoeurng Sackona,Cambodia,752979708,15.497,Stub
Nhek Bun Chhay,Cambodia,753086260,15.497,Stub
Cheam Yeab,Cambodia,753684881,15.497,Stub
Chea Poch,Cambodia,753689952,15.497,Stub
Chin Bun Sean,Cambodia,753692176,15.497,Stub
Chhim Siek Leng,Cambodia,753695057,15.497,Stub
Chea Soth,Cambodia,753711610,15.497,Stub
Ke Pauk,Cambodia,754318281,15.497,Stub
Kong Sam Ol,Cambodia,754944744,15.497,Stub
Pho Proeung,Cambodia,755504987,15.497,Stub
San Yun,Cambodia,756129985,15.497,Stub
Tiv Ol,Cambodia,756722795,15.497,Start
Son Ngoc Thanh,Cambodia,758665997,15.497,C
Monovithya Kem,Cambodia,759510662,15.497,Stub
Mom Chim Huy,Cambodia,761412104,15.497,Stub
Norodom Norindeth,Cambodia,761941416,15.497,Start
Hem Heng,Cambodia,763098565,15.497,Start
Chum Bunrong,Cambodia,763098588,15.497,Stub
Duong Vanna,Cambodia,763316692,15.497,Stub
Chhay Tan,Cambodia,763968613,15.497,Stub
Keat Chhon,Cambodia,765244120,15.497,Stub
Ang Vong Vathana,Cambodia,765375452,15.497,Stub
Keo Remy,Cambodia,766576352,15.497,Stub
Sun Chanthol,Cambodia,766834612,15.497,Start
Khieu Kanharith,Cambodia,766836319,15.497,Stub
Chay Saing Yun,Cambodia,767217618,15.497,Stub
Ek Sam Ol,Cambodia,767218020,15.497,Stub
Ouk Rabun,Cambodia,767867369,15.497,Stub
Hun Phoeung,Cambodia,768488633,15.497,Stub
Nguon Nhel,Cambodia,769381746,15.497,Stub
Khuon Sodary,Cambodia,769381831,15.497,Stub
Sok Pheng,Cambodia,769447485,15.497,Stub
Say Chhum,Cambodia,769929584,15.497,Stub
Im Sothy,Cambodia,771408501,15.497,Stub
Eng Chhai Eang,Cambodia,773103096,15.497,Stub
Heng Pov,Cambodia,773157273,15.497,Start
Him Chhem,Cambodia,773455924,15.497,Stub
Ho Non,Cambodia,773694865,15.497,Stub
Ho Vann,Cambodia,773695304,15.497,Stub
Hul Savorn,Cambodia,774100291,15.497,Stub
Pol Hom,Cambodia,776153762,15.497,Stub
Thong Khon,Cambodia,777665222,15.497,Stub
Hor Namhong,Cambodia,777765537,15.497,C
Keo Saphal (Siem Reap politician),Cambodia,778675539,15.497,Stub
Keo Saphal (Takeo politician),Cambodia,778675542,15.497,Stub
Khek Vandy,Cambodia,778806364,15.497,Stub
Khun Haing,Cambodia,778825745,15.497,Stub
Khy Taing Lim,Cambodia,778830534,15.497,Stub
Kimsour Phirith,Cambodia,778947267,15.497,Stub
Kuoch Ky,Cambodia,779440080,15.497,Stub
Kuoy Bunroeun,Cambodia,779441002,15.497,Stub
Chou Bun Eng,Cambodia,779541149,15.497,Start
Ke Sovannaroth,Cambodia,779541334,15.497,Stub
Norodom Rattana Devi,Cambodia,779541359,15.497,Stub
Norodom Vichara,Cambodia,779541415,15.497,Stub
Nin Saphon,Cambodia,779541481,15.497,Stub
Tioulong Saumura,Cambodia,779541578,15.497,Start
Som Kimsuor,Cambodia,779541650,15.497,Stub
Suy Sem,Cambodia,780608915,15.497,Stub
Sourn Serey Ratha,Cambodia,780691538,15.497,Stub
Ly Son,Cambodia,782622853,15.497,Stub
Ly Thuch,Cambodia,782622857,15.497,Stub
List of heads of state of Cambodia,Cambodia,782894395,15.497,C
Son Sann,Cambodia,783107330,15.497,C
Mam Bun Neang,Cambodia,783142781,15.497,Stub
Chan Sarun,Cambodia,783239117,15.497,Stub
Mao Monyvann,Cambodia,783294124,15.497,Stub
Men Sam An,Cambodia,784442393,15.497,Stub
Mey Norn,Cambodia,784629286,15.497,Stub
Sok An,Cambodia,784962640,15.497,C
Yem Sambaur,Cambodia,786198076,15.497,Start
Yim Sovann,Cambodia,786409843,15.497,C
Ek Yi Oun,Cambodia,786826707,15.497,Stub
Lu Laysreng,Cambodia,787016670,15.497,Stub
Math Ly,Cambodia,787260537,15.497,Stub
Chem Widhya,Cambodia,787978108,15.497,Start
Pa Socheatvong,Cambodia,788070748,15.497,Stub
Governor of Phnom Penh,Cambodia,788070776,15.497,Stub
Son Sen,Cambodia,788368060,15.497,C
Pen Sovan,Cambodia,788398926,15.497,Start
Sak Sutsakhan,Cambodia,788540352,15.497,C
Amath Yashya,Cambodia,788758065,15.497,Stub
Tong Siv Eng,Cambodia,788799479,15.497,Stub
Norodom Chakrapong,Cambodia,788905950,15.497,GA
Prak Sokhon,Cambodia,790023943,15.497,Start
Khieu Samphan,Cambodia,792012094,15.497,C
Sisowath Sirik Matak,Cambodia,792274582,15.497,C
Sam Sary,Cambodia,792556486,15.497,Start
Tou Samouth,Cambodia,792731504,15.497,Start
Yun Yat,Cambodia,793218721,15.497,Stub
Khieu Ponnary,Cambodia,793723115,15.497,Start
Cham Prasidh,Cambodia,793746447,15.497,Start
Ung Huot,Cambodia,794239262,15.497,Start
Veng Sereyvuth,Cambodia,794714434,15.497,Stub
Ieng Mouly,Cambodia,795214039,15.497,Stub
Pou Sothirak,Cambodia,796696955,15.497,Stub
Chea Sim,Cambodia,797224256,15.497,C
Hu Nim,Cambodia,797444265,15.497,C
Sim Var,Cambodia,797618265,15.497,Start
Bin Chhin,Cambodia,797673057,15.497,Stub
Sim Ka,Cambodia,798039997,15.497,Stub
Hou Yuon,Cambodia,798241496,15.497,C
Phiset Phanit,Cambodia,799124051,15.497,Stub
Norodom Sihanouk,Cambodia,799302232,15.497,FA
Pao Ham Phan,Cambodia,799453681,15.497,Stub
Heng Samrin,Cambodia,799719505,15.497,Start
Kang Kek Iew,Cambodia,799772448,15.497,C
Leng Ngeth,Cambodia,800087187,15.497,Stub
Spouse of the Prime Minister of Cambodia,Cambodia,800348414,15.497,Stub
Nhiek Tioulong,Cambodia,801079233,15.497,Start
Keo Puth Rasmey,Cambodia,801523347,15.497,Stub
Khem Veasna,Cambodia,802456666,15.497,C
Tea Banh,Cambodia,802643748,15.497,Start
Ieng Sary,Cambodia,802839704,15.497,C
Son Ngoc Minh,Cambodia,803084525,15.497,Start
List of monarchs of Cambodia,Cambodia,803230439,15.497,C
Ran Serey Leakhena,Cambodia,803481048,15.497,Stub
Lon Non,Cambodia,803936929,15.497,C
Lon Nil,Cambodia,803936986,15.497,Start
Mu Sochua,Cambodia,804631223,15.497,C
Penn Nouth,Cambodia,804717865,15.497,Start
Hang Chuon Naron,Cambodia,804785628,15.497,Start
Hong Sun Huot,Cambodia,805459200,15.497,Stub
Sam Rainsy,Cambodia,805740662,15.497,C
Nuon Chea,Cambodia,805876135,15.497,C
Kao Kim Hourn,Cambodia,805905770,15.497,B
Ieng Thirith,Cambodia,806833311,15.497,C
Chau Sen Cocsal Chhum,Cambodia,806931313,15.497,C
Sar Kheng,Cambodia,806997998,15.497,GA
Aun Pornmoniroth,Cambodia,807003284,15.497,Start
Lon Nol,Cambodia,807025761,15.497,GA
Robert Douglas Cook,Canada,401577829,38.19,Stub
List of Canadian incumbents by year,Canada,477962574,38.19,Stub
List of 2009 Canadian incumbents,Canada,632008524,38.19,Start
Rossy Barbour,Canada,653527941,38.19,Stub
Les Scheininger,Canada,667821864,38.19,C
Patrick Canning,Canada,667873261,38.19,Start
